"symbol-id","category-id","grammar","rated","tags","symbol-en","category-en","category-vi","symbol-vi"
"2784","59","Verb","0","","taste_,_to","Food Feeding and eating","Cho ăn và ăn uống","nếm thử"
"2785","90","Noun","0","grooming","tattoo","People Descriptive","Mô tả con người","hình xăm"
"2786","110","Noun","0","transport travel vehicle","taxi","Transport Road","Đường bộ","xe taxi"
"2787","92","Noun","0","job people profession work","taxi_driver_1a","People Profession","Nghề nghiệp","tài xế taxi 1a"
"2788","92","Noun","0","job people profession work","taxi_driver_1b","People Profession","Nghề nghiệp","tài xế taxi 1b"
"2789","92","Noun","0","job people profession work","taxi_driver_1c","People Profession","Nghề nghiệp","tài xế taxi 1c"
"2790","92","Noun","0","job people profession work","taxi_driver_1d","People Profession","Nghề nghiệp","tài xế taxi 1d"
"2791","92","Noun","0","job people profession work","taxi_driver_2a","People Profession","Nghề nghiệp","tài xế taxi 2a"
"2792","92","Noun","0","job people profession work","taxi_driver_2b","People Profession","Nghề nghiệp","tài xế taxi 2b"
"2793","92","Noun","0","job people profession work","taxi_driver_2c","People Profession","Nghề nghiệp","tài xế taxi 2c"
"2794","92","Noun","0","job people profession work","taxi_driver_2d","People Profession","Nghề nghiệp","tài xế taxi 2d"
"2795","48","Noun","0","drink","tea","Drink Type","Loại đồ uống","trà"
"2796","48","Noun","0","","tea_bag","Drink Type","Loại đồ uống","gói trà túi lọc"
"2797","48","Noun","0","","tea_instant","Drink Type","Loại đồ uống","trà hòa tan"
"2798","65","Noun","0","cooking feeding kitchen utensil","tea_spoon","Food Kitchen items","Đồ dùng nhà bếp","thìa cà phê"
"2799","44","Noun","0","calendar diary time","tea_time","Descriptive Time","Thời gian","giờ uống trà"
"2800","65","Noun","0","cooking kitchen","tea_towel","Food Kitchen items","Đồ dùng nhà bếp","khăn lau chén bát bằng vải"
"2801","92","Noun","0","job people profession work","teacher_1a","People Profession","Nghề nghiệp","giáo viên 1a"
"2802","92","Noun","0","job people profession work","teacher_1b","People Profession","Nghề nghiệp","giáo viên 1b"
"2803","92","Noun","0","job people profession work","teacher_2a","People Profession","Nghề nghiệp","giáo viên 2a"
"2804","92","Noun","0","job people profession work","teacher_2b","People Profession","Nghề nghiệp","giáo viên 2b"
"2805","65","Noun","0","cooking feeding kitchen","teapot","Food Kitchen items","Đồ dùng nhà bếp","ấm pha trà"
"2806","50","Noun","0","","technology","Electrical General","Điện tử chung","công nghệ"
"2807","83","Noun","0","play toys","teddy_bear","Leisure Toys","Đồ chơi giải trí","gấu bông"
"2808","74","Noun","0","clinic health hospital medical","teeth","Healthcare Body parts","Bộ phận cơ thể","răng"
"2809","74","Noun","0","","teeth_2","Healthcare Body parts","Bộ phận cơ thể","răng 2"
"2810","52","Noun","0","electric office","telephone_handset","Electrical Phone","Điện thoại","ống nghe điện thoại bàn"
"2811","83","Noun","0","play toys","telephone_toy","Leisure Toys","Đồ chơi giải trí","điện thoại đồ chơi"
"2812","74","Noun","0","","temple","Healthcare Body parts","Bộ phận cơ thể","ngôi đền"
"2813","87","Noun","0","","ten","Number","Số","số mười"
"2814","103","Noun","0","games sport","tennis","Sport","Thể thao","môn quần vợt / tennis"
"2815","14","Noun","0","","terracotta","Art Colour","Màu sắc","màu đất nung"
"2816","114","Noun","0","class school","test","Work and School Education","Giáo dục","bài kiểm tra"
"2817","100","Noun","0","","test_tube","Science","Khoa học","ống nghiệm"
"2818","52","VerbComplex","0","","text_mobile_message_,_to","Electrical Phone","Điện thoại","nhắn tin điện thoại"
"2819","52","Noun","0","","text_phone","Electrical Phone","Điện thoại","điện thoại văn bản"
"2820","79","Noun","0","holiday","theme_park","Holiday and travel","Kỳ nghỉ và du lịch","công viên giải trí"
"2821","78","Noun","0","clinic health hospital medical","thermometer","Healthcare Medical items","Đồ dùng y tế","nhiệt kế"
"2822","100","Noun","0","","thermometer_2","Science","Khoa học","nhiệt kế 2"
"2823","41","Noun","0","abstract adjective","thick","Descriptive Quantity","Số lượng","dày"
"2824","74","Noun","0","","thigh","Healthcare Body parts","Bộ phận cơ thể","đùi"
"2825","90","Noun","0","features people size","thin","People Descriptive","Mô tả con người","mỏng"
"2826","41","Noun","0","abstract adjective","thin_2","Descriptive Quantity","Số lượng","gầy / mảnh khảnh"
"2827","59","Noun","0","feeding","thirsty","Food Feeding and eating","Cho ăn và ăn uống","khát nước"
"2828","87","Noun","0","","thirteen","Number","Số","số mười ba"
"2829","87","Noun","0","","thirty","Number","Số","số ba mươi"
"2830","44","Noun","0","calendar diary season time","this_month","Descriptive Time","Thời gian","tháng này"
"2831","44","Noun","0","calendar diary season time","this_week","Descriptive Time","Thời gian","tuần này"
"2832","87","Noun","0","","thousand","Number","Số","một nghìn"
"2833","87","Noun","0","","three","Number","Số","số ba"
"2834","87","Noun","0","","three_dots","Number","Số","ba chấm"
"2835","41","Noun","0","amount fraction","three_quarters","Descriptive Quantity","Số lượng","ba phần tư"
"2836","99","Noun","0","celebration Christian","three_wise_kings","Religion Person","Nhân vật tôn giáo","ba vua phương đông"
"2837","74","Noun","0","body","throat","Healthcare Body parts","Bộ phận cơ thể","cổ họng"
"2838","39","Noun","0","direction position","through","Descriptive Direction","Hướng","băng qua / đi xuyên qua"
"2839","74","Noun","0","","thumb","Healthcare Body parts","Bộ phận cơ thể","ngón tay cái"
"2840","74","Noun","0","","thumbs","Healthcare Body parts","Bộ phận cơ thể","các ngón tay cái"
"2841","54","Noun","0","climate forecast weather","thunder_storm","Environment Weather","Thời tiết và môi trường","giông bão có sấm sét"
"2842","20","VerbComplex","0","action","tidy_up_,_to","Building Household tasks","Việc nhà","dọn dẹp ngăn nắp"
"2843","30","Noun","0","clothes","tie","Clothes General","Quần áo chung","cà vạt"
"2844","75","Verb","0","grooming","tie_2_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","buộc / thắt 2"
"2845","10","Noun","0","animal mammal wild zoo","tiger","Animal Mammal","Động vật có vú","con hổ"
"2846","30","Noun","0","clothes underwear","tights","Clothes General","Quần áo chung","quần tất"
"2847","117","Noun","0","class office school","time_out","Work and School Timetable","Thời khóa biểu","thời gian tạm dừng"
"2848","65","Noun","0","cooking kitchen","timer_2","Food Kitchen items","Đồ dùng nhà bếp","bộ hẹn giờ 2"
"2849","65","Noun","0","cooking kitchen","tin","Food Kitchen items","Đồ dùng nhà bếp","hộp thiếc"
"2850","66","Noun","0","","tin_can","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","lon thiếc"
"2851","65","Noun","0","cooking","tin_foil","Food Kitchen items","Đồ dùng nhà bếp","giấy bạc"
"2852","62","Noun","0","","tinned_apricots","Food Fruit","Trái cây","quả mơ đóng hộp"
"2853","62","Noun","0","","tinned_cherries","Food Fruit","Trái cây","quả anh đào đóng hộp"
"2854","66","Noun","0","","tinned_mushroom_soup","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","súp nấm đóng hộp"
"2855","62","Noun","0","","tinned_peaches","Food Fruit","Trái cây","quả đào đóng hộp"
"2856","62","Noun","0","","tinned_pears","Food Fruit","Trái cây","quả lê đóng hộp"
"2857","62","Noun","0","","tinned_peas","Food Fruit","Trái cây","đậu Hà Lan đóng hộp"
"2858","62","Noun","0","","tinned_pineapple","Food Fruit","Trái cây","dứa đóng hộp"
"2859","62","Noun","0","","tinned_plums","Food Fruit","Trái cây","mận đóng hộp"
"2860","73","Noun","0","","tinned_sweetcorn","Food Vegetables and salads","Rau củ và salad","ngô đóng hộp"
"2861","73","Noun","0","","tinned_tomato","Food Vegetables and salads","Rau củ và salad","cà chua đóng hộp"
"2862","28","Noun","0","celebration Christian","tinsel","Celebration Item","Đồ vật lễ kỷ niệm","dây kim tuyến"
"2863","115","Noun","0","class office school stationery","tippex","Work and School Stationery","Văn phòng phẩm","bút xóa"
"2864","76","Noun","0","grooming","tissues","Healthcare Grooming items","Đồ vệ sinh cá nhân","khăn giấy ăn"
"2865","12","Noun","0","animal wild","toad","Animal Reptiles and Amphibians","Bò sát và lưỡng cư","con cóc"
"2866","65","Noun","0","","toast","Food Kitchen items","Đồ dùng nhà bếp","bánh mì nướng"
"2867","65","Noun","0","cooking electric kitchen","toaster","Food Kitchen items","Đồ dùng nhà bếp","máy nướng bánh mì"
"2868","44","Noun","0","calendar diary season time","today","Descriptive Time","Thời gian","hôm nay"
"2869","74","Noun","0","body","toe_nail","Healthcare Body parts","Bộ phận cơ thể","móng chân"
"2870","76","Noun","0","grooming","toilet","Healthcare Grooming items","Đồ vệ sinh cá nhân","bồn cầu / phòng vệ sinh"
"2871","76","Noun","0","communication","toilet_,_go_to_the","Healthcare Grooming items","Đồ vệ sinh cá nhân","đi vệ sinh"
"2872","76","Noun","0","grooming","toilet_roll","Healthcare Grooming items","Đồ vệ sinh cá nhân","cuộn giấy vệ sinh"
"2873","35","Noun","0","communication","toilets","Communication Signs","Ký hiệu giao tiếp","các phòng vệ sinh"
"2874","73","Noun","0","food fruit","tomato","Food Vegetables and salads","Rau củ và salad","quả cà chua"
"2875","48","Noun","0","drink juice","tomato_juice","Drink Type","Loại đồ uống","nước ép cà chua"
"2876","73","Noun","0","","tomato_slice","Food Vegetables and salads","Rau củ và salad","lát cà chua"
"2877","22","Noun","0","celebration Christian","tomb_1","Building Public","Công trình công cộng","ngôi mộ 1"
"2878","22","Noun","0","celebration Christian","tomb_2","Building Public","Công trình công cộng","ngôi mộ 2"
"2879","44","Noun","0","calendar diary season time","tomorrow","Descriptive Time","Thời gian","ngày mai"
"2880","65","Noun","0","cooking kitchen","tongs","Food Kitchen items","Đồ dùng nhà bếp","cái kẹp gắp thức ăn"
"2881","74","Noun","0","","tongue","Healthcare Body parts","Bộ phận cơ thể","lưỡi"
"2882","74","Noun","0","","tooth","Healthcare Body parts","Bộ phận cơ thể","răng"
"2883","77","Noun","0","clinic health hospital medical","toothache","Healthcare Medical conditions","Tình trạng y tế","đau răng"
"2884","76","Noun","0","grooming","toothbrush","Healthcare Grooming items","Đồ vệ sinh cá nhân","bàn chải đánh răng"
"2885","76","Noun","0","electric grooming","toothbrush_electric","Healthcare Grooming items","Đồ vệ sinh cá nhân","bàn chải điện"
"2886","76","Noun","0","grooming","toothpaste","Healthcare Grooming items","Đồ vệ sinh cá nhân","kem đánh răng"
"2887","40","Noun","0","direction position","top","Descriptive Position","Vị trí","phần đỉnh / áo thun nữ"
"2888","40","Noun","0","abstract adjective position","top_2","Descriptive Position","Vị trí","phần đỉnh 2"
"2889","102","Noun","0","","topsoil","Science Eco","Sinh thái học","lớp đất mặt"
"2890","50","Noun","0","","torch","Electrical General","Điện tử chung","đèn pin"
"2891","104","Noun","0","","torch_2","Sport Accessories","Phụ kiện thể thao","đèn pin 2"
"2892","104","Noun","0","","torch_3","Sport Accessories","Phụ kiện thể thao","đèn pin 3"
"2893","12","Noun","0","animal pet reptile","tortoise","Animal Reptiles and Amphibians","Bò sát và lưỡng cư","con rùa cạn"
"2894","55","VerbComplex","0","celebration Easter food","toss_pancake_,_to","Food Breads and baking","Bánh mì và bánh nướng","hất bánh pancake"
"2895","49","Noun","0","","touch_screen","Electrical Computer","Máy tính","màn hình cảm ứng"
"2896","76","Noun","0","grooming","toupee","Healthcare Grooming items","Đồ vệ sinh cá nhân","tóc giả che hói"
"2897","76","Noun","0","grooming","towel","Healthcare Grooming items","Đồ vệ sinh cá nhân","khăn tắm / khăn lau"
"2898","83","Noun","0","","toy_box","Leisure Toys","Đồ chơi giải trí","hộp đựng đồ chơi"
"2899","83","Noun","0","","toy_car","Leisure Toys","Đồ chơi giải trí","xe hơi đồ chơi"
"2900","83","Noun","0","play toys","toy_soldier","Leisure Toys","Đồ chơi giải trí","lính đồ chơi"
"2901","83","Noun","0","","toys","Leisure Toys","Đồ chơi giải trí","đồ chơi"
"2902","74","Noun","0","body","trachea","Healthcare Body parts","Bộ phận cơ thể","khí quản"
"2903","32","Noun","0","clothes","tracksuit","Clothes Sport","Quần áo thể thao","bộ quần áo thể thao"
"2904","110","Noun","0","transport travel vehicle","tractor","Transport Road","Đường bộ","máy kéo"
"2905","110","Noun","0","transport travel vehicle","traffic_lights","Transport Road","Đường bộ","đèn giao thông"
"2906","109","Noun","0","transport travel","train","Transport Rail","Đường sắt","tàu hỏa"
"2907","30","Noun","0","clothes footwear","trainers","Clothes General","Quần áo chung","giày thể thao"
"2908","104","Noun","0","games sport","trampoline","Sport Accessories","Phụ kiện thể thao","bạt nhún lò xo"
"2909","103","Verb","0","games sport","trampoline_,_to","Sport","Thể thao","nhảy bạt nhún"
"2910","100","Noun","0","","transparent","Science","Khoa học","trong suốt"
"2911","4","Noun","0","animal","trap","Animal Activity Misc","Hoạt động động vật khác","bẫy"
"2912","42","Noun","0","maths shape","trapezium","Descriptive Shape","Hình dạng","hình thang"
"2913","79","Noun","0","holiday travel","travel","Holiday and travel","Kỳ nghỉ và du lịch","du lịch / di chuyển"
"2914","65","Noun","0","cooking feeding kitchen","tray","Food Kitchen items","Đồ dùng nhà bếp","cái khay"
"2915","94","Noun","0","gardening plant","tree","Plants and Trees","Cây cối và thực vật","cây thân gỗ"
"2916","28","Noun","0","celebration Christian","tree_ornament_chocolate","Celebration Item","Đồ vật lễ kỷ niệm","sô-cô-la treo cây thông"
"2917","94","Noun","0","gardening plant","tree_trunk","Plants and Trees","Cây cối và thực vật","thân cây"
"2918","42","Noun","0","maths shape","triangle_acute","Descriptive Shape","Hình dạng","tam giác nhọn"
"2919","42","Noun","0","maths shape","triangle_equilateral","Descriptive Shape","Hình dạng","tam giác đều"
"2920","42","Noun","0","maths shape","triangle_isosceles","Descriptive Shape","Hình dạng","tam giác cân"
"2921","42","Noun","0","maths shape","triangle_obtuse","Descriptive Shape","Hình dạng","tam giác tù"
"2922","42","Noun","0","maths shape","triangle_right-angled","Descriptive Shape","Hình dạng","tam giác vuông"
"2923","42","Noun","0","maths shape","triangle_scalene","Descriptive Shape","Hình dạng","tam giác thường"
"2924","27","Noun","0","celebration","trick_or_treat","Celebration Event","Sự kiện kỷ niệm","trò cho kẹo hay bị ghẹo"
"2925","100","Noun","0","","tripod","Science","Khoa học","chân máy ảnh"
"2926","30","Noun","0","clothes","trousers","Clothes General","Quần áo chung","quần dài"
"2927","106","Noun","0","gardening","trowel","Tools Garden","Dụng cụ làm vườn","cái bay xây dựng / xẻng nhỏ làm vườn"
"2928","30","Noun","0","clothes","t-shirt","Clothes General","Quần áo chung","áo thun / áo phông"
"2929","94","Noun","0","gardening plant","tulip","Plants and Trees","Cây cối và thực vật","hoa tu-líp"
"2930","61","Noun","0","fish food","tuna","Food Fish and seafood","Cá và hải sản","cá ngừ"
"2931","5","Noun","0","animal bird","turkey","Animal Birds","Chim","con gà tây / thịt gà tây"
"2932","5","Noun","0","","turkey_2","Animal Birds","Chim","thịt gà tây 2"
"2933","64","VerbComplex","0","cooking","turn_down_heat_,_to","Food Kitchen actions","Hành động trong bếp","vặn nhỏ lửa"
"2934","50","VerbComplex","0","","turn_off_light_switch_,_to","Electrical General","Điện tử chung","tắt công tắc đèn"
"2935","50","VerbComplex","0","","turn_on_light_switch_,_to","Electrical General","Điện tử chung","bật công tắc đèn"
"2936","64","VerbComplex","0","cooking","turn_up_heat_,_to","Food Kitchen actions","Hành động trong bếp","vặn to lửa"
"2937","73","Noun","0","","turnip","Food Vegetables and salads","Rau củ và salad","củ cải trắng"
"2938","12","Noun","0","animal reptile","turtle","Animal Reptiles and Amphibians","Bò sát và lưỡng cư","con rùa nước"
"2939","53","Noun","0","","tv_drama","Electrical TV","Ti vi","phim truyền hình dài tập"
"2940","87","Noun","0","","twelve","Number","Số","số mười hai"
"2941","87","Noun","0","","twenty","Number","Số","số hai mươi"
"2942","41","Noun","0","amount percent","twenty_five_percent","Descriptive Quantity","Số lượng","hai mươi lăm phần trăm"
"2943","87","Noun","0","","two","Number","Số","số hai"
"2944","87","Noun","0","","two_dots","Number","Số","hai chấm"
"2945","41","Noun","0","","two_thirds","Descriptive Quantity","Số lượng","hai phần ba"
"2946","1","Noun","0","alphabet letter","U","Alphabet","Bảng chữ cái","U"
"2947","1","Noun","0","alphabet letter","u_-_lower_case","Alphabet","Bảng chữ cái","u - viết thường"
"2948","90","Noun","0","","ugly","People Descriptive","Mô tả con người","xấu xí"
"2949","29","Noun","0","climate forecast weather","umbrella","Clothes Accessories","Phụ kiện quần áo","cái ô / cái dù"
"2950","75","Verb","0","grooming","unbuckle_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","mở khóa thắt lưng"
"2951","75","Verb","0","grooming","unbutton_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","cởi cúc áo"
"2952","93","Noun","0","family relationship relatives","uncle_maternal","People Relationship","Quan hệ gia đình và xã hội","cậu / chú / bác (bên ngoại)"
"2953","93","Noun","0","family relationship relatives","uncle_paternal","People Relationship","Quan hệ gia đình và xã hội","bác / chú (bên nội)"
"2954","40","Noun","0","direction position","under_1","Descriptive Position","Vị trí","ở dưới 1"
"2955","74","Noun","0","body","underarm","Healthcare Body parts","Bộ phận cơ thể","nách"
"2956","74","Noun","0","body","underarm_hair","Healthcare Body parts","Bộ phận cơ thể","lông nách"
"2957","109","Noun","0","transport travel","underground_sign","Transport Rail","Đường sắt","biển báo ga tàu điện ngầm"
"2958","109","Noun","0","transport travel","underground_train","Transport Rail","Đường sắt","tàu điện ngầm"
"2959","75","Verb","0","grooming","undress_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","cởi quần áo"
"2960","75","Verb","0","grooming","untie_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","cởi trói / cởi nút thắt"
"2961","39","Noun","0","direction position","up","Descriptive Direction","Hướng","lên trên"
"2962","74","Noun","0","","upper_arm","Healthcare Body parts","Bộ phận cơ thể","bắp tay trên"
"2963","101","Noun","0","astronomy planets","Uranus","Science Astronomy","Thiên văn học","Sao Thiên Vương"
"2964","49","Noun","0","","usb_stick","Electrical Computer","Máy tính","thiết bị lưu trữ USB"
"2965","49","VerbComplex","0","","use_computer_,_to","Electrical Computer","Máy tính","sử dụng máy tính"
"2966","1","Noun","0","alphabet letter","V","Alphabet","Bảng chữ cái","V"
"2967","1","Noun","0","alphabet letter","v_-_lower_case","Alphabet","Bảng chữ cái","v - viết thường"
"2968","16","Noun","0","home house","vacuum_cleaner_1","Building Contents","Đồ đạc","máy hút bụi 1"
"2969","16","Noun","0","home house","vacuum_cleaner_2","Building Contents","Đồ đạc","máy hút bụi 2"
"2970","16","Noun","0","home house","vacuum_cleaner_hand_held","Building Contents","Đồ đạc","máy hút bụi cầm tay"
"2971","74","Noun","1","","vagina","Healthcare Body parts","Bộ phận cơ thể","âm đạo"
"2972","110","Noun","0","transport travel vehicle","van","Transport Road","Đường bộ","xe tải nhỏ / xe bán tải"
"2973","107","Noun","0","DIY tools workshop","varnish","Tools Workshop","Dụng cụ xưởng","véc-ni / sơn bóng"
"2974","16","Noun","0","","vase","Building Contents","Đồ đạc","lọ hoa"
"2975","73","Noun","0","","vegetables","Food Vegetables and salads","Rau củ và salad","rau củ quả"
"2976","101","Noun","0","astronomy planets","Venus","Science Astronomy","Thiên văn học","Sao Kim"
"2977","16","Noun","0","","vertical_blinds","Building Contents","Đồ đạc","rèm lá dọc"
"2978","30","Noun","0","clothes underwear","vest","Clothes General","Quần áo chung","áo may ô / áo ghi-lê"
"2979","107","Noun","0","DIY tools workshop","vice","Tools Workshop","Dụng cụ xưởng","tô-vít kẹp bàn"
"2980","51","Noun","0","electric","video_camera","Electrical Media","Thiết bị nghe nhìn","máy quay video"
"2981","51","Noun","0","electric","video_player","Electrical Media","Thiết bị nghe nhìn","đầu máy video"
"2982","51","Noun","0","electric","video_tape","Electrical Media","Thiết bị nghe nhìn","băng video"
"2983","94","Noun","0","gardening plant","vine","Plants and Trees","Cây cối và thực vật","dây leo / cây nho"
"2984","63","Noun","0","","vinegar","Food Ingredients","Nguyên liệu","giấm"
"2985","92","Noun","0","job people profession work","visitor_1a","People Profession","Nghề nghiệp","khách tham quan 1a"
"2986","92","Noun","0","job people profession work","visitor_1b","People Profession","Nghề nghiệp","khách tham quan 1b"
"2987","30","Noun","0","equipment uniform","visor","Clothes General","Quần áo chung","mũ nửa đầu chống nắng"
"2988","32","Noun","0","clothes","visor_2","Clothes Sport","Quần áo thể thao","mặt nạ bảo hộ nhựa 2"
"2989","103","Noun","0","sport","volleyball","Sport","Thể thao","môn bóng chuyền"
"2990","77","Verb","0","","vomit_,_to","Healthcare Medical conditions","Tình trạng y tế","nôn mửa"
"2991","5","Noun","0","animal bird","vulture","Animal Birds","Chim","chim kền kền"
"2992","1","Noun","0","alphabet letter","W","Alphabet","Bảng chữ cái","W"
"2993","1","Noun","0","alphabet letter","w_-_lower_case","Alphabet","Bảng chữ cái","w - viết thường"
"2994","71","Noun","0","","wafer","Food Sweets and desserts","Bánh kẹo và món tráng miệng","bánh xốp mỏng"
"2995","7","VerbComplex","0","animal mammal pet","wag_tail_,_to","Animal Features","Đặc điểm động vật","vẫy đuôi"
"2996","7","VerbComplex","0","animal mammal pet","wag_tail_2_,_to","Animal Features","Đặc điểm động vật","vẫy đuôi 2"
"2997","30","Noun","0","clothes","waistcoat","Clothes General","Quần áo chung","áo ghi-lê"
"2998","3","VerbComplex","0","action animal","walk_dog_,_to","Animal Activity Grooming","Chăm sóc động vật","dắt chó đi dạo"
"2999","78","Noun","0","clinic health hospital medical","walking_frame","Healthcare Medical items","Đồ dùng y tế","khung tập đi"
"3000","78","Noun","0","clinic health hospital medical","walking_stick","Healthcare Medical items","Đồ dùng y tế","gậy chống đi"
"3001","51","Noun","0","electric","walkman","Electrical Media","Thiết bị nghe nhìn","máy nghe nhạc cầm tay Walkman"
"3002","26","Noun","0","home house","wall","Building Structure","Kết cấu công trình","bức tường"
"3003","29","Noun","0","clothes","wallet","Clothes Accessories","Phụ kiện quần áo","ví tiền nam"
"3004","68","Noun","0","","walnut","Food Nuts","Các loại hạt","quả óc chó"
"3005","8","Noun","0","animal mammal","walrus","Animal Fish and Marine mammals","Cá và thú biển","con hải mã / moóc"
"3006","18","Noun","0","","wardrobe","Building Furniture","Nội thất","tủ quần áo"
"3007","30","Noun","0","medical","warm_clothes","Clothes General","Quần áo chung","quần áo ấm"
"3008","43","Noun","0","","warm_fire","Descriptive State","Trạng thái","lửa ấm"
"3009","50","Noun","0","","warning_light","Electrical General","Điện tử chung","đèn cảnh báo"
"3010","20","VerbComplex","0","action","wash_clothes_,_to","Building Household tasks","Việc nhà","giặt quần áo"
"3011","75","VerbComplex","0","grooming","wash_face_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","rửa mặt"
"3012","75","VerbComplex","0","grooming","wash_hands_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","rửa tay"
"3013","20","VerbComplex","0","","wash_up_,_to","Building Household tasks","Việc nhà","rửa bát đĩa"
"3014","64","VerbComplex","0","cooking","wash_vegetables_,_to","Food Kitchen actions","Hành động trong bếp","rửa rau quả"
"3015","17","Noun","0","home house","washing_machine","Building Equipment and devices","Thiết bị và dụng cụ","máy giặt"
"3016","16","Noun","0","home house","washing_powder","Building Contents","Đồ đạc","bột giặt"
"3017","16","Noun","0","home house","washing_up_bowl","Building Contents","Đồ đạc","chậu rửa bát"
"3018","16","Noun","0","home house","washing_up_liquid","Building Contents","Đồ đạc","nước rửa bát"
"3019","13","Noun","0","insect","wasp","Animal Spiders and Insects","Nhện và côn trùng","con ong bắp cày"
"3020","16","Noun","0","","waste_paper_bin","Building Contents","Đồ đạc","thùng rác giấy văn phòng"
"3021","31","Noun","0","clothes jewellery","watch","Clothes Jewellery","Trang sức","đồng hồ đeo tay / xem"
"3022","48","Noun","0","drink","water","Drink Type","Loại đồ uống","nước"
"3023","2","Noun","0","animal","water_bottle_hamster","Animal Activity Feeding","Cho động vật ăn","bình nước cho hamster"
"3024","2","Noun","0","animal","water_bowl","Animal Activity Feeding","Cho động vật ăn","bát đựng nước"
"3025","83","Noun","0","play toys","water_pistol","Leisure Toys","Đồ chơi giải trí","súng nước đồ chơi"
"3026","20","VerbComplex","0","action","water_plants_,_to","Building Household tasks","Việc nhà","tưới cây"
"3027","83","Noun","0","play toys","water_table","Leisure Toys","Đồ chơi giải trí","bàn nước chơi trẻ em"
"3028","106","Noun","0","gardening","watering_can","Tools Garden","Dụng cụ làm vườn","bình tưới cây"
"3029","62","Noun","0","food fruit","watermelon","Food Fruit","Trái cây","quả dưa hấu"
"3030","100","Noun","0","","waterproof","Science","Khoa học","chống thấm nước"
"3031","42","Noun","0","abstract adjective","wavy","Descriptive Shape","Hình dạng","lượn sóng"
"3032","43","Noun","0","abstract","weak_link","Descriptive State","Trạng thái","mắt xích yếu"
"3033","36","Noun","0","","web_address","Computer Icon","Biểu tượng máy tính","địa chỉ trang web"
"3034","7","Noun","0","animal bird","webbed_foot","Animal Features","Đặc điểm động vật","chân màng (như chân vịt)"
"3035","49","Noun","0","communication","webcam","Electrical Computer","Máy tính","camera máy tính"
"3036","94","Noun","0","gardening plant","weeds","Plants and Trees","Cây cối và thực vật","cỏ dại"
"3037","44","Noun","0","calendar diary season time","week","Descriptive Time","Thời gian","tuần"
"3038","44","Noun","0","calendar diary season time","week_1","Descriptive Time","Thời gian","tuần 1"
"3039","44","Noun","0","calendar diary season time","weekend","Descriptive Time","Thời gian","cuối tuần"
"3040","41","Verb","0","","weigh_,_to","Descriptive Quantity","Số lượng","cân trọng lượng"
"3041","30","Noun","0","clothes footwear","wellington_boots","Clothes General","Quần áo chung","ủng cao su đi mưa"
"3042","39","Noun","0","direction position","west","Descriptive Direction","Hướng","hướng tây"
"3043","43","Noun","0","","wet","Descriptive State","Trạng thái","ướt"
"3044","43","Noun","0","abstract adjective","wet_1","Descriptive State","Trạng thái","ướt 1"
"3045","96","Noun","0","ask query question","what","Question","Câu hỏi","cái gì"
"3046","106","Noun","0","gardening","wheelbarrow","Tools Garden","Dụng cụ làm vườn","xe cút kít"
"3047","110","Noun","0","home house","wheelchair","Transport Road","Đường bộ","xe lăn"
"3048","33","Noun","0","communication","wheelchair_and_switch_mount","Communication Aid","Phương tiện giao tiếp","xe lăn gắn kèm giá nút bấm"
"3049","33","Noun","0","communication","wheelchair_communication_aid","Communication Aid","Phương tiện giao tiếp","xe lăn gắn thiết bị giao tiếp"
"3050","16","Noun","0","home house","wheelie_bin","Building Contents","Đồ đạc","thùng rác có bánh xe"
"3051","16","Noun","0","home house","wheelie_bin_2","Building Contents","Đồ đạc","thùng rác có bánh xe 2"
"3052","16","Noun","0","home house","wheelie_bin_3","Building Contents","Đồ đạc","thùng rác có bánh xe 3"
"3053","96","Noun","0","ask query question","when","Question","Câu hỏi","khi nào"
"3054","96","Noun","0","ask query question","where","Question","Câu hỏi","ở đâu"
"3055","96","Noun","0","ask query question","where_1","Question","Câu hỏi","ở đâu 1"
"3056","96","Noun","0","ask query question","which","Question","Câu hỏi","cái nào"
"3057","65","Noun","0","cooking kitchen","whisk","Food Kitchen items","Đồ dùng nhà bếp","cái đánh trứng"
"3058","64","Verb","0","cooking","whisk_,_to","Food Kitchen actions","Hành động trong bếp","đánh trứng / khuấy nhanh"
"3059","7","Noun","0","animal mammal pet","whiskers","Animal Features","Đặc điểm động vật","ria mép thú"
"3060","14","Noun","0","","white","Art Colour","Màu sắc","màu trắng"
"3061","17","Noun","0","class school","whiteboard","Building Equipment and devices","Thiết bị và dụng cụ","bảng trắng"
"3062","96","Noun","0","ask query question","who","Question","Câu hỏi","ai"
"3063","41","Noun","0","abstract adjective","whole","Descriptive Quantity","Số lượng","toàn bộ / nguyên vẹn"
"3064","96","Noun","0","ask query question","why","Question","Câu hỏi","tại sao"
